"nt","md","name","eq","way","ec","ko","rn","symbol","map","mdk"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Quinone reduction by NADH","NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]","Ubiquinol + NAD+ <=> Ubiquinone + NADH + H+","Bidirectional","1.6.5.9","K03885","R02163","ndh",NA,NA
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Quinone reduction by NADH","NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]","Ubiquinol + NAD+ <=> Ubiquinone + NADH + H+","Bidirectional","1.6.5.9","K23948","R02163","E1.6.5.9",NA,NA
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Quinone reduction by NADH","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]","NADH + H+ + Quinone <=> NAD+ + Hydroquinone","Bidirectional","1.6.5.2","K00355","R07358","NQO1",NA,NA
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Quinone reduction by NADH","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]","NADH + H+ + Quinone <=> NAD+ + Hydroquinone","Bidirectional","1.6.5.2","K03809","R07358","wrbA",NA,NA
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Quinone reduction by NADH","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]","NADH + H+ + Quinone <=> NAD+ + Hydroquinone","Bidirectional","1.6.5.2","K19267","R07358","qorB",NA,NA
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Quinone reduction by NADH","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]","NADH + H+ + Quinone <=> NAD+ + Hydroquinone","Bidirectional","1.6.5.2","K23842","R07358","lpdA",NA,NA
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Quinone reduction by NADH","NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]","NADH + H+ + Quinone <=> NAD+ + Hydroquinone","Bidirectional","1.6.5.9","K03885","R07358","ndh",NA,NA
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Quinone reduction by NADH","NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]","NADH + H+ + Quinone <=> NAD+ + Hydroquinone","Bidirectional","1.6.5.9","K23948","R07358","E1.6.5.9",NA,NA
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Quinone reduction by succinate","succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1], succinate dehydrogenase (ubiquinone) cytochrome b560 subunit, succinate dehydrogenase (ubiquinone) membrane anchor subunit","Ubiquinone + Succinate <=> Ubiquinol + Fumarate","Forward","1.3.5.1","K00234, K00235, K00236, K00237","R13223","SDHA, SDHB, SDHC, SDHD","map00020","M00009, M00011"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Quinone reduction by succinate","succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1], succinate dehydrogenase (ubiquinone) cytochrome b560 subunit, succinate dehydrogenase (ubiquinone) subunit 4","Ubiquinone + Succinate <=> Ubiquinol + Fumarate","Forward","1.3.5.1","K00234, K00235, K00236, K25801","R13223","SDHA, SDHB, SDHC, SDH4","map00020","M00009, M00011"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Quinone reduction by succinate","succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1 7.1.1.12], succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1 7.1.1.12], succinate dehydrogenase subunit C","Quinone + Succinate <=> Hydroquinone + Fumarate","Forward","1.3.5.1","K00233, K25995, K25996","R02164","frdA, frdB, frdC","map00020",NA
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Quinone reduction by succinate","succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1], succinate dehydrogenase cytochrome b subunit","Quinone + Succinate <=> Hydroquinone + Fumarate","Forward","1.3.5.1","K00239, K00240, K00241","R02164","sdhA, sdhB, sdhC","map00020, map00720","M00009, M00011, M00982, M00376"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Quinone reduction by succinate","succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1], succinate dehydrogenase subunit C","Quinone + Succinate <=> Hydroquinone + Fumarate","Forward","1.3.5.1","K00244, K00245, K00246","R02164","frdA, frdB, frdC","map00020","M00009, M00011, M00982"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Quinone reduction by other donors","formate dehydrogenase [EC:1.17.1.9]","Formate + Quinone <=> CO2 + Hydroquinone","Forward","1.17.5.3","K00122","R09494","FDH","map00630, map00680",NA
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Quinone reduction by other donors","formate dehydrogenase major subunit [EC:1.17.1.9], formate dehydrogenase iron-sulfur subunit, formate dehydrogenase subunit gamma","Formate + Quinone <=> CO2 + Hydroquinone","Forward","1.17.5.3","K00123, K00124, K00127","R09494","fdoG, fdoH, fdoI","map00630, map00680",NA
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Quinone reduction by other donors","formate dehydrogenase-N, alpha subunit [EC:1.17.5.3]","Formate + Quinone <=> CO2 + Hydroquinone","Forward","1.17.5.3","K08348","R09494","fdnG",NA,NA
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Quinone reduction by other donors","hydrogenase large subunit [EC:1.12.99.6], hydrogenase small subunit [EC:1.12.99.6]","Ubiquinone + Hydrogen <=> Ubiquinol","Forward","1.12.99.6.A","K06281, K06282","R1.12.99.6.A","hyaB, hyaA",NA,NA
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Quinone reduction by other donors","uptake hydrogenase small subunit [EC:1.12.99.6], uptake hydrogenase large subunit [EC:1.12.99.6]","Ubiquinone + Hydrogen <=> Ubiquinol","Forward","1.12.99.6.A","K23548, K23549","R1.12.99.6.A","hupU, hupV",NA,NA
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Quinone reduction by other donors","hydrogenase large subunit [EC:1.12.99.6], hydrogenase small subunit [EC:1.12.99.6]","Quinone + Hydrogen <=> Hydroquinone","Forward","1.12.99.6.B","K06281, K06282","R1.12.99.6.B","hyaB, hyaA",NA,NA
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Quinone reduction by other donors","quinone-reactive Ni/Fe-hydrogenase large subunit [EC:1.12.5.1], quinone-reactive Ni/Fe-hydrogenase small subunit [EC:1.12.5.1]","Quinone + Hydrogen <=> Hydroquinone","Forward","1.12.99.6.B","K05922, K05927","R1.12.99.6.B","hydB, hydA",NA,NA
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Quinone reduction by other donors","uptake hydrogenase small subunit [EC:1.12.99.6], uptake hydrogenase large subunit [EC:1.12.99.6]","Quinone + Hydrogen <=> Hydroquinone","Forward","1.12.99.6.B","K23548, K23549","R1.12.99.6.B","hupU, hupV",NA,NA
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Quinone reduction by other donors","pyruvate dehydrogenase (quinone) [EC:1.2.5.1]","Pyruvate + Ubiquinone + H2O <=> Acetate + Ubiquinol + CO2","Bidirectional","1.2.5.1","K00156","R03145","poxB","map00620",NA
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Quinone reduction by other donors","malate dehydrogenase (quinone) [EC:1.1.5.4]","(S)-Malate + Quinone <=> Oxaloacetate + Hydroquinone","Bidirectional","1.1.5.4","K00116","R00361","mqo","map00020","M00009, M00011, M00982"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Cytochrome c reduction by quinone","ubiquinol-cytochrome c reductase cytochrome b subunit, ubiquinol-cytochrome c reductase cytochrome c1 subunit, ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]","Ubiquinol + 2 Ferricytochrome c <=> Ubiquinone + 2 Ferrocytochrome c + 2 H+[side 2]","Bidirectional","7.1.1.8","K00412, K00413, K00411","R7.1.1.8.A","CYTB, CYC1, UQCRFS1","map00190","M00151"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Cytochrome c reduction by quinone","ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8], ubiquinol-cytochrome c reductase cytochrome b subunit, ubiquinol-cytochrome c reductase cytochrome c1 subunit, ubiquinol-cytochrome c reductase core subunit 1, ubiquinol-cytochrome c reductase core subunit 2, ubiquinol-cytochrome c reductase subunit 6, ubiquinol-cytochrome c reductase subunit 7, ubiquinol-cytochrome c reductase subunit 8, ubiquinol-cytochrome c reductase subunit 9, ubiquinol-cytochrome c reductase subunit 10","Ubiquinol + 2 Ferricytochrome c <=> Ubiquinone + 2 Ferrocytochrome c + 2 H+[side 2]","Bidirectional","7.1.1.8","K00411, K00412, K00413, K00414, K00415, K00416, K00417, K00418, K00419, K00420","R7.1.1.8.A","UQCRFS1, CYTB, CYC1, QCR1, QCR2, QCR6, QCR7, QCR8, QCR9, QCR10","map00190","M00152"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Cytochrome c reduction by quinone","quinol---cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8], quinol---cytochrome-c reductase cytochrome b subunit [EC:7.1.1.8], quinol---cytochrome-c reductase cytochrome c subunit [EC:7.1.1.8]","Hydroquinone + 2 Ferricytochrome c <=> Quinone + 2 Ferrocytochrome c + 2 H+[side 2]","Bidirectional","7.1.1.8","K03890, K03891, K03889","R7.1.1.8.B","qcrA, qcrB, qcrC","map00190","M00151"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Cytochrome c reduction by quinone","quinol---cytochrome c reductase iron-sulfur subunit, bacillus type [EC:7.1.1.8], quinol---cytochrome c reductase cytochrome b subunit, bacillus type [EC:7.1.1.8], quinol---cytochrome c reductase cytochrome c subunit, bacillus type [EC:7.1.1.8]","Hydroquinone + 2 Ferricytochrome c <=> Quinone + 2 Ferrocytochrome c + 2 H+[side 2]","Bidirectional","7.1.1.8","K03886, K03887, K03888","R7.1.1.8.B","qcrA, qcrB, qcrC","map00190","M00151"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Cytochrome c reduction by quinone","ubiquinol-cytochrome c reductase cytochrome b subunit, ubiquinol-cytochrome c reductase cytochrome c1 subunit, ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]","Hydroquinone + 2 Ferricytochrome c <=> Quinone + 2 Ferrocytochrome c + 2 H+[side 2]","Bidirectional","7.1.1.8","K00412, K00413, K00411","R7.1.1.8.B","CYTB, CYC1, UQCRFS1","map00190","M00151"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Cytochrome c reduction by quinone","ubiquinol-cytochrome c reductase cytochrome b/c1 subunit, ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]","Hydroquinone + 2 Ferricytochrome c <=> Quinone + 2 Ferrocytochrome c + 2 H+[side 2]","Bidirectional","7.1.1.8","K00410, K00411","R7.1.1.8.B","fbcH, UQCRFS1","map00190","M00151"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Nitrate reduction by electron carriers","nitrate reductase (cytochrome) [EC:1.9.6.1], nitrate reductase (cytochrome), electron transfer subunit","2 Ferrocytochrome c + Nitrate <=> 2 Ferricytochrome c + Nitrite + H2O","Forward","1.9.6.1","K02567, K02568","R03071","napA, napB","map00910","M00529, M00530"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Nitrate reduction by electron carriers","nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-], nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-], nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]","2 Ferrocytochrome c + Nitrate <=> 2 Ferricytochrome c + Nitrite + H2O","Forward","1.9.6.1","K00370, K00371, K00374","R03071","narG, narH, narI","map00910","M00529, M00530"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Nitrate reduction by electron carriers","nitrate reductase (cytochrome) [EC:1.9.6.1], nitrate reductase (cytochrome), electron transfer subunit","Nitrate + Hydroquinone <=> Nitrite + Quinone + H2O","Forward","1.7.5.1","K02567, K02568","R09497","napA, napB","map00910","M00529, M00530"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Nitrate reduction by electron carriers","nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-], nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-], nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]","Nitrate + Hydroquinone <=> Nitrite + Quinone + H2O","Forward","1.7.5.1","K00370, K00371, K00374","R09497","narG, narH, narI","map00910","M00529, M00530"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Nitrate reduction by electron carriers","nitrite reductase (cytochrome c-552) [EC:1.7.2.2], cytochrome c nitrite reductase small subunit","Ammonia + 2 H2O + 6 Ferricytochrome c <=> Nitrite + 6 Ferrocytochrome c + 6 H+","Reverse","1.7.2.2","K03385, K15876","R05712","nrfA, nrfH","map00910","M00530"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Nitrate reduction by electron carriers","nitrite reductase (NADH) large subunit [EC:1.7.1.15], nitrite reductase (NADH) small subunit [EC:1.7.1.15]","Ammonia + 3 NAD+ + 2 H2O <=> Nitrite + 3 NADH + 3 H+","Reverse","1.7.1.4, 1.7.1.15","K00362, K00363","R00787","nirB, nirD","map00910","M00530"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Nitrate reduction by electron carriers","nitrite reductase (NO-forming) / hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]","Nitric oxide + H2O + Ferricytochrome c <=> Nitrite + Ferrocytochrome c + H+","Reverse","1.7.2.1","K15864","R00783","nirS","map00910","M00529, M00973"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Nitrate reduction by electron carriers","nitrite reductase (NO-forming) [EC:1.7.2.1]","Nitric oxide + H2O + Ferricytochrome c <=> Nitrite + Ferrocytochrome c + H+","Reverse","1.7.2.1","K00368","R00783","nirK","map00910","M00529, M00973"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Nitrate reduction by electron carriers","nitric oxide reductase subunit B [EC:1.7.2.5], nitric oxide reductase subunit C","2 Nitric oxide + 2 Ferrocytochrome c + 2 H+ <=> Nitrous oxide + 2 Ferricytochrome c + H2O","Forward","1.7.2.5","K04561, K02305","R00294","norB, norC","map00910","M00529"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Nitrate reduction by electron carriers","nitrous-oxide reductase [EC:1.7.2.4]","Nitrogen + 2 Ferricytochrome c + H2O <=> Nitrous oxide + 2 Ferrocytochrome c + 2 H+","Reverse","1.7.2.4","K00376","R02804","nosZ","map00910","M00529"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","ATP formation","F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATP synthase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit 6, F-type H+-transporting ATPase subunit 8","ATP + H2O + 4 H+[side 1] <=> ADP + Orthophosphate + 4 H+[side 2]","Reverse","7.1.2.2","K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K01549, K02130, K02140, K02131, K02125","R7.1.2.2","ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, TIM11, ATPeF0F, ATPeFG, ATPeF0F6, ATPeF08","map00190","M00158"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","ATP formation","F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATP synthase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit 6, F-type H+-transporting ATPase subunit 8","ATP + H2O + 4 H+[side 1] <=> ADP + Orthophosphate + 4 H+[side 2]","Reverse","7.1.2.2","K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K01549, K02139, K02140, K02131, K02125","R7.1.2.2","ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, TIM11, ATPeFF, ATPeFG, ATPeF0F6, ATPeF08","map00190","M00158"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","ATP formation","F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATP synthase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit h, F-type H+-transporting ATPase subunit 8","ATP + H2O + 4 H+[side 1] <=> ADP + Orthophosphate + 4 H+[side 2]","Reverse","7.1.2.2","K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K01549, K02130, K02140, K02141, K02125","R7.1.2.2","ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, TIM11, ATPeF0F, ATPeFG, ATPeFH, ATPeF08","map00190","M00158"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","ATP formation","F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATP synthase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit h, F-type H+-transporting ATPase subunit 8","ATP + H2O + 4 H+[side 1] <=> ADP + Orthophosphate + 4 H+[side 2]","Reverse","7.1.2.2","K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K01549, K02139, K02140, K02141, K02125","R7.1.2.2","ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, TIM11, ATPeFF, ATPeFG, ATPeFH, ATPeF08","map00190","M00158"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","ATP formation","F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATPase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit 6, F-type H+-transporting ATPase subunit 8","ATP + H2O + 4 H+[side 1] <=> ADP + Orthophosphate + 4 H+[side 2]","Reverse","7.1.2.2","K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K02129, K02130, K02140, K02131, K02125","R7.1.2.2","ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, ATPeF0E, ATPeF0F, ATPeFG, ATPeF0F6, ATPeF08","map00190","M00158"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","ATP formation","F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATPase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit 6, F-type H+-transporting ATPase subunit 8","ATP + H2O + 4 H+[side 1] <=> ADP + Orthophosphate + 4 H+[side 2]","Reverse","7.1.2.2","K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K02129, K02139, K02140, K02131, K02125","R7.1.2.2","ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, ATPeF0E, ATPeFF, ATPeFG, ATPeF0F6, ATPeF08","map00190","M00158"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","ATP formation","F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATPase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit h, F-type H+-transporting ATPase subunit 8","ATP + H2O + 4 H+[side 1] <=> ADP + Orthophosphate + 4 H+[side 2]","Reverse","7.1.2.2","K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K02129, K02130, K02140, K02141, K02125","R7.1.2.2","ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, ATPeF0E, ATPeF0F, ATPeFG, ATPeFH, ATPeF08","map00190","M00158"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","ATP formation","F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATPase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit h, F-type H+-transporting ATPase subunit 8","ATP + H2O + 4 H+[side 1] <=> ADP + Orthophosphate + 4 H+[side 2]","Reverse","7.1.2.2","K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K02129, K02139, K02140, K02141, K02125","R7.1.2.2","ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, ATPeF0E, ATPeFF, ATPeFG, ATPeFH, ATPeF08","map00190","M00158"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","ATP formation","F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1], F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1], F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c","ATP + H2O + 4 H+[side 1] <=> ADP + Orthophosphate + 4 H+[side 2]","Reverse","7.1.2.2","K02111, K02112, K02113, K02114, K02115, K02108, K02109, K02110","R7.1.2.2","ATPF1A, ATPF1B, ATPF1D, ATPF1E, ATPF1G, ATPF0A, ATPF0B, ATPF0C","map00190, map00195","M00157"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","ATP formation","V-type H+-transporting ATPase subunit A [EC:7.1.2.2], V-type H+-transporting ATPase subunit B, V-type H+-transporting ATPase subunit C, V-type H+-transporting ATPase subunit D, V-type H+-transporting ATPase subunit E, V-type H+-transporting ATPase subunit F, V-type H+-transporting ATPase subunit G, V-type H+-transporting ATPase subunit H, V-type H+-transporting ATPase subunit a, V-type H+-transporting ATPase 16kDa proteolipid subunit, V-type H+-transporting ATPase subunit d, V-type H+-transporting ATPase subunit e, V-type H+-transporting ATPase S1 subunit","ATP + H2O + 4 H+[side 1] <=> ADP + Orthophosphate + 4 H+[side 2]","Reverse","7.1.2.2","K02145, K02147, K02148, K02149, K02150, K02151, K02152, K02144, K02154, K02155, K02146, K02153, K03662","R7.1.2.2","ATPeV1A, ATPeV1B, ATPeV1C, ATPeV1D, ATPeV1E, ATPeV1F, ATPeV1G, ATPeV1H, ATPeV0A, ATPeV0C, ATPeV0D, ATPeV0E, ATPeVS1","map00190","M00160"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","ATP formation","V-type H+-transporting ATPase subunit A [EC:7.1.2.2], V-type H+-transporting ATPase subunit B, V-type H+-transporting ATPase subunit C, V-type H+-transporting ATPase subunit D, V-type H+-transporting ATPase subunit E, V-type H+-transporting ATPase subunit F, V-type H+-transporting ATPase subunit G, V-type H+-transporting ATPase subunit H, V-type H+-transporting ATPase subunit a, V-type H+-transporting ATPase 21kDa proteolipid subunit, V-type H+-transporting ATPase subunit d, V-type H+-transporting ATPase subunit e, V-type H+-transporting ATPase S1 subunit","ATP + H2O + 4 H+[side 1] <=> ADP + Orthophosphate + 4 H+[side 2]","Reverse","7.1.2.2","K02145, K02147, K02148, K02149, K02150, K02151, K02152, K02144, K02154, K03661, K02146, K02153, K03662","R7.1.2.2","ATPeV1A, ATPeV1B, ATPeV1C, ATPeV1D, ATPeV1E, ATPeV1F, ATPeV1G, ATPeV1H, ATPeV0A, ATPeV0B, ATPeV0D, ATPeV0E, ATPeVS1","map00190","M00160"
