"","LPSN_ID","FAPROTAX2_Type_of_metabolism"
"768","792590","aerobic_chemoheterotrophy;nitrate_reduction;ureolysis;chemoheterotrophy;sulfur_reduction"
"769","772945","aerobic_chemoheterotrophy;chemoheterotrophy"
"770","772946","aerobic_chemoheterotrophy;plant_pathogen;chemoheterotrophy"
"771","772948","aerobic_chemoheterotrophy;chemoheterotrophy"
"772",NA,"arsenite_oxidation_detoxification;dissimilatory_arsenite_oxidation"
"773","783335","aerobic_chemoheterotrophy;plant_pathogen;chemoheterotrophy"
"774","794718","fermentation;plant_pathogen;nitrate_reduction;ureolysis;chemoheterotrophy"
"775","772957","aerobic_chemoheterotrophy;plant_pathogen;plastic_degradation;ureolysis;chemoheterotrophy"
"776","772958","aerobic_chemoheterotrophy;plant_pathogen;chemoheterotrophy"
"777","772959","fermentation;aerobic_chemoheterotrophy;plant_pathogen;chemoheterotrophy"
"778","794719","aerobic_chemoheterotrophy;plant_pathogen;chemoheterotrophy"
"779","772963","aerobic_chemoheterotrophy;plant_pathogen;plastic_degradation;chemoheterotrophy"
"780","772964","aerobic_chemoheterotrophy;plant_pathogen;chemoheterotrophy"
"781","772965","aerobic_chemoheterotrophy;chemoheterotrophy"
"782","789259",NA
"783","785845","aerobic_chemoheterotrophy;chemoheterotrophy"
"784","772967","gelatin_degradation;aerobic_chemoheterotrophy;acetate_oxidation;chemoheterotrophy"
"785","787561","gelatin_degradation;aerobic_chemoheterotrophy;chemoheterotrophy"
"786","772968","aerobic_chemoheterotrophy;chemoheterotrophy"
"787","785293","gelatin_degradation;aerobic_chemoheterotrophy;chemoheterotrophy"
"788","12198","gelatin_degradation;ureolysis;chemoheterotrophy"
"789","788667","gelatin_degradation;aerobic_chemoheterotrophy;chemoheterotrophy"
"790","786859","gelatin_degradation;aerobic_chemoheterotrophy;ureolysis;chemoheterotrophy"
"791","772978","nitrogen_fixation;aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"792","25851","aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"793","772979","gelatin_degradation;aerobic_chemoheterotrophy;ureolysis;chemoheterotrophy"
"794","786033","gelatin_degradation;aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"795",NA,"aerobic_chemoheterotrophy;chemoheterotrophy"
"796","788537","aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"797","772980","gelatin_degradation;aerobic_chemoheterotrophy;nitrate_reduction;ureolysis;chemoheterotrophy"
"798","794528","aerobic_chemoheterotrophy;chemoheterotrophy"
"799","7251","aerobic_chemoheterotrophy;chemoheterotrophy"
"800","788781","aerobic_chemoheterotrophy;chemoheterotrophy"
"801","794159","aerobic_chemoheterotrophy;chemoheterotrophy"
"802","772981","gelatin_degradation;aerobic_chemoheterotrophy;chemoheterotrophy"
"803","29864","aerobic_chemoheterotrophy;chemoheterotrophy"
"804","783336","aerobic_chemoheterotrophy;chemoheterotrophy"
"805","789315","gelatin_degradation;aerobic_chemoheterotrophy;nitrate_reduction;ureolysis;chemoheterotrophy"
"806","772984","aerobic_chemoheterotrophy;chemoheterotrophy"
"807","772987","aerobic_chemoheterotrophy;chemoheterotrophy"
"808","772988","gelatin_degradation;aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"809","13761","aerobic_chemoheterotrophy;chemoheterotrophy"
"810","790167","gelatin_degradation;chemoheterotrophy"
"811","794114","aerobic_chemoheterotrophy;chemoheterotrophy"
"812","2898","gelatin_degradation;cellulolysis;aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"813","791603","aerobic_chemoheterotrophy;chemoheterotrophy"
"814","772989","gelatin_degradation;aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"815","14550","gelatin_degradation;aerobic_chemoheterotrophy;chemoheterotrophy"
"816","65790","aerobic_chemoheterotrophy;mammal_gut;animal_parasites_or_symbionts;chemoheterotrophy"
"817","772990","gelatin_degradation;aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"818","772991","gelatin_degradation;aerobic_chemoheterotrophy;chemoheterotrophy"
"819","22635","aerobic_chemoheterotrophy;chemoheterotrophy"
"820","792386","gelatin_degradation;aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"821","772992","aerobic_chemoheterotrophy;chemoheterotrophy"
"822","772993","gelatin_degradation;aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"823","5760","aerobic_chemoheterotrophy;chemoheterotrophy"
"824","772994","aerobic_chemoheterotrophy;chemoheterotrophy"
"825","772995","gelatin_degradation;aerobic_chemoheterotrophy;chemoheterotrophy"
"826","772996","gelatin_degradation;aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"827","789260","aerobic_chemoheterotrophy;chemoheterotrophy"
"828","772997","gelatin_degradation;aerobic_chemoheterotrophy;chemoheterotrophy"
"829","791604","gelatin_degradation;nitrate_reduction;chemoheterotrophy"
"830",NA,"aerobic_chemoheterotrophy;chemoheterotrophy"
"831","5514","aerobic_chemoheterotrophy;chemoheterotrophy"
"832","787367","gelatin_degradation;aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"833","789070","aerobic_chemoheterotrophy;chemoheterotrophy"
"834","772998","cellulolysis;xylanolysis;aerobic_chemoheterotrophy;chemoheterotrophy"
"835","797729","gelatin_degradation;cellulolysis;chemoheterotrophy"
"836","772999","chemoheterotrophy"
"837","793855","aerobic_chemoheterotrophy;chemoheterotrophy"
"838","788266","aerobic_chemoheterotrophy;ureolysis;acetate_oxidation;lactate_oxidation;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"839","794816","gelatin_degradation;fermentation;alcohol_fermentation;chemoheterotrophy;anaerobic_chemoheterotrophy;obligate_anaerobes"
"840","783337","fermentation;alcohol_fermentation;aerobic_chemoheterotrophy;human_gut;human_associated;mammal_gut;animal_parasites_or_symbionts;chemoheterotrophy;anaerobic_chemoheterotrophy;obligate_anaerobes"
"841","773000","methanotrophy;methanol_oxidation;methylotrophy;aerobic_chemoheterotrophy;hydrocarbon_degradation;nitrate_reduction;ureolysis;acetate_oxidation;chemoheterotrophy"
"842","788152","manganese_respiration;iron_respiration;fumarate_respiration"
"843","773001","dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds;nitrate_reduction"
"844","789970","dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds;nitrate_reduction;ureolysis;chemoheterotrophy"
"845","787108","gelatin_degradation;fermentation;ureolysis;chemoheterotrophy"
"846","791193","nitrate_reduction"
"847","792709","nitrate_reduction;ureolysis;chemoheterotrophy;facultative_anaerobes"
"848","783338","oil_bioremediation;chemoheterotrophy"
"849","773006","aerobic_chemoheterotrophy;nitrate_respiration;nitrate_reduction;nitrogen_respiration;chemoheterotrophy"
"850","773007","nitrate_denitrification;nitrite_denitrification;nitrite_respiration;aromatic_hydrocarbon_degradation;aromatic_compound_degradation;hydrocarbon_degradation;nitrate_respiration;nitrate_reduction;nitrogen_respiration;chemoheterotrophy"
"851","795187","oil_bioremediation;chemoheterotrophy"
"852","773010","nitrate_denitrification;nitrite_denitrification;nitrite_respiration;oil_bioremediation;aromatic_compound_degradation;nitrate_respiration;nitrate_reduction;nitrogen_respiration;chemoheterotrophy"
"853","773011","arsenite_oxidation_detoxification;dissimilatory_arsenite_oxidation;nitrite_denitrification;nitrite_respiration;dark_sulfide_oxidation;dark_oxidation_of_sulfur_compounds;aerobic_chemoheterotrophy;human_pathogens_all;human_associated;animal_parasites_or_symbionts;oil_bioremediation;aromatic_hydrocarbon_degradation;aromatic_compound_degradation;hydrocarbon_degradation;nitrogen_respiration;plastic_degradation;acetate_oxidation;chemoheterotrophy"
"854","773016","nitrate_reduction"
"855","37110","oil_bioremediation;chemoheterotrophy"
"856","793681","oil_bioremediation;chemoheterotrophy"
"857","37116","oil_bioremediation;chemoheterotrophy"
"858","37106","oil_bioremediation;chemoheterotrophy"
"859","773025","oil_bioremediation;chemoheterotrophy"
"860","786399","aliphatic_non_methane_hydrocarbon_degradation;acetate_oxidation;chemoheterotrophy"
"861","773029","aerobic_chemoheterotrophy;oil_bioremediation;aliphatic_non_methane_hydrocarbon_degradation;hydrocarbon_degradation;nitrate_reduction;plastic_degradation;chemoheterotrophy"
"862","773030","aerobic_chemoheterotrophy;oil_bioremediation;aliphatic_non_methane_hydrocarbon_degradation;hydrocarbon_degradation;nitrate_reduction;chemoheterotrophy"
"863","792937","gelatin_degradation;aerobic_chemoheterotrophy;oil_bioremediation;aliphatic_non_methane_hydrocarbon_degradation;hydrocarbon_degradation;chemoheterotrophy"
"864","787908","gelatin_degradation;aerobic_chemoheterotrophy;aliphatic_non_methane_hydrocarbon_degradation;hydrocarbon_degradation;nitrate_reduction;chemoheterotrophy"
"865","798006","gelatin_degradation;aerobic_chemoheterotrophy;aliphatic_non_methane_hydrocarbon_degradation;hydrocarbon_degradation;nitrate_reduction;chemoheterotrophy"
"866","773031","aerobic_chemoheterotrophy;oil_bioremediation;aliphatic_non_methane_hydrocarbon_degradation;hydrocarbon_degradation;nitrate_reduction;acetate_oxidation;chemoheterotrophy;facultative_anaerobes"
"867","791317","aerobic_chemoheterotrophy;oil_bioremediation;aliphatic_non_methane_hydrocarbon_degradation;hydrocarbon_degradation;chemoheterotrophy"
"868","797690","aerobic_chemoheterotrophy;oil_bioremediation;aliphatic_non_methane_hydrocarbon_degradation;hydrocarbon_degradation;nitrate_reduction;chemoheterotrophy"
"869","794607","aerobic_chemoheterotrophy;aliphatic_non_methane_hydrocarbon_degradation;hydrocarbon_degradation;chemoheterotrophy"
"870","789261","fermentation;aerobic_chemoheterotrophy;aliphatic_non_methane_hydrocarbon_degradation;hydrocarbon_degradation;nitrate_reduction;ureolysis;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"871","799877","gelatin_degradation;aerobic_chemoheterotrophy;aliphatic_non_methane_hydrocarbon_degradation;hydrocarbon_degradation;nitrate_reduction;chemoheterotrophy"
"872","18805","aerobic_chemoheterotrophy;aliphatic_non_methane_hydrocarbon_degradation;hydrocarbon_degradation;nitrate_reduction;chemoheterotrophy"
"873","8637","gelatin_degradation;aerobic_chemoheterotrophy;aliphatic_non_methane_hydrocarbon_degradation;hydrocarbon_degradation;chemoheterotrophy"
"874","773033","aerobic_chemoheterotrophy;aliphatic_non_methane_hydrocarbon_degradation;hydrocarbon_degradation;acetate_oxidation;chemoheterotrophy"
"875","792227","aerobic_chemoheterotrophy;aliphatic_non_methane_hydrocarbon_degradation;hydrocarbon_degradation;chemoheterotrophy"
"876","798246","gelatin_degradation;aerobic_chemoheterotrophy;nitrate_reduction;ureolysis;chemoheterotrophy"
"877","791067","aerobic_chemoheterotrophy;animal_parasites_or_symbionts;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"878","791068","aerobic_chemoheterotrophy;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"879","791066","aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"880","794711","gelatin_degradation;aerobic_chemoheterotrophy;chemoheterotrophy;alginate_degradation;anaerobic_chemoheterotrophy;facultative_anaerobes"
"881","792798","cellulolysis;aerobic_chemoheterotrophy;chemoheterotrophy;alginate_degradation;anaerobic_chemoheterotrophy;facultative_anaerobes"
"882","795482","fermentation;aerobic_chemoheterotrophy;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"883","790832","aerobic_chemoheterotrophy;chemoheterotrophy"
"884","773035","gelatin_degradation;fermentation;aerobic_chemoheterotrophy;chemoheterotrophy;alginate_degradation;anaerobic_chemoheterotrophy;facultative_anaerobes"
"885","786743","gelatin_degradation;fermentation;aerobic_chemoheterotrophy;animal_parasites_or_symbionts;nitrate_reduction;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"886","791420","gelatin_degradation;fermentation;aerobic_chemoheterotrophy;chemoheterotrophy"
"887","7252","gelatin_degradation;fermentation;aerobic_chemoheterotrophy;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"888","790833","gelatin_degradation;cellulolysis;aerobic_chemoheterotrophy;chemoheterotrophy;pectin_degradation;anaerobic_chemoheterotrophy;facultative_anaerobes"
"889","792864",NA
"890","791195",NA
"891","791324","gelatin_degradation;aerobic_chemoheterotrophy;chemoheterotrophy"
"892","773036","gelatin_degradation;aerobic_chemoheterotrophy;plant_pathogen;chemoheterotrophy"
"893","785861","gelatin_degradation;aerobic_chemoheterotrophy;chemoheterotrophy"
"894","791325","aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"895","793282","aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"896","790404","aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"897","790274","aerobic_chemoheterotrophy;aromatic_hydrocarbon_degradation;aromatic_compound_degradation;aliphatic_non_methane_hydrocarbon_degradation;hydrocarbon_degradation;nitrate_reduction;acetate_oxidation;chemoheterotrophy"
"898","791772","gelatin_degradation;aerobic_chemoheterotrophy;ureolysis;chemoheterotrophy"
"899","793369",NA
"900",NA,"aerobic_chemoheterotrophy;chemoheterotrophy"
"901","793682","aerobic_chemoheterotrophy;chemoheterotrophy"
"902",NA,"chemoheterotrophy;anaerobic_chemoheterotrophy"
"903","795196","aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"904","786747","gelatin_degradation;fermentation;aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"905","773037","aerobic_chemoheterotrophy;chemoheterotrophy"
"906","786838","gelatin_degradation;fermentation;aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"907","783340","gelatin_degradation;fermentation;aerobic_chemoheterotrophy;chemoheterotrophy"
"908","786724","fermentation;aerobic_chemoheterotrophy;chemoheterotrophy"
"909","792254","fermentation;aerobic_chemoheterotrophy;chemoheterotrophy"
"910","783341","fermentation;aerobic_chemoheterotrophy;chemoheterotrophy"
"911","789579","fermentation;aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"912","5434","fermentation;aerobic_chemoheterotrophy;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"913","773039","gelatin_degradation;fermentation;aerobic_chemoheterotrophy;chemoheterotrophy"
"914","787185","fermentation;aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"915","795076","fermentation;aerobic_chemoheterotrophy;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"916","5841","aerobic_chemoheterotrophy;chemoheterotrophy"
"917","5611","gelatin_degradation;fermentation;aerobic_chemoheterotrophy;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"918","5435","fermentation;aerobic_chemoheterotrophy;chemoheterotrophy"
"919","783342","fermentation;aerobic_chemoheterotrophy;chemoheterotrophy"
"920","788304","gelatin_degradation;fermentation;aerobic_chemoheterotrophy;chemoheterotrophy"
"921","790405","aerobic_chemoheterotrophy;chemoheterotrophy"
"922","786728","gelatin_degradation;aerobic_chemoheterotrophy;chemoheterotrophy"
"923","786732","fermentation;aerobic_chemoheterotrophy;aromatic_hydrocarbon_degradation;aromatic_compound_degradation;hydrocarbon_degradation;chemoheterotrophy"
"924","795513","gelatin_degradation;fermentation;aerobic_chemoheterotrophy;ureolysis;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"925","786736","gelatin_degradation;fermentation;aerobic_chemoheterotrophy;chemoheterotrophy"
"926","783343","fermentation;aerobic_chemoheterotrophy;chemoheterotrophy"
"927","795271","fermentation;aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy;pectin_degradation;anaerobic_chemoheterotrophy;facultative_anaerobes"
"928","5544","fermentation;aerobic_chemoheterotrophy;chemoheterotrophy"
"929","783344","fermentation;aerobic_chemoheterotrophy;chemoheterotrophy"
"930","786721","gelatin_degradation;fermentation;aerobic_chemoheterotrophy;chemoheterotrophy"
"931","773040","aerobic_chemoheterotrophy;chemoheterotrophy"
"932","783345","fermentation;aerobic_chemoheterotrophy;chemoheterotrophy"
"933","790703","gelatin_degradation;fermentation;aerobic_chemoheterotrophy;oil_bioremediation;aromatic_hydrocarbon_degradation;aromatic_compound_degradation;aliphatic_non_methane_hydrocarbon_degradation;hydrocarbon_degradation;chemoheterotrophy"
"934","788037","gelatin_degradation;fermentation;aerobic_chemoheterotrophy;nitrate_reduction;acetate_oxidation;chemoheterotrophy;alginate_degradation;anaerobic_chemoheterotrophy;facultative_anaerobes"
"935","788038","gelatin_degradation;fermentation;aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"936","36218","aerobic_chemoheterotrophy;mammal_gut;animal_parasites_or_symbionts;aromatic_compound_degradation;nitrate_reduction;chemoheterotrophy"
